threshold,min_area,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,pixel_precision_defect_macro,pixel_recall_defect_macro,pixel_f1_defect_macro,pixel_precision_labeled_micro,pixel_recall_labeled_micro,pixel_f1_labeled_micro,pixel_auprc_all_labeled,component_recall_3px,component_precision_3px,component_f1_3px,boundary_f1_3px,stage2_score
0.12,32,0.017187020999922645,0.008809509135515932,1.0,1.0,59,59,24166400.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,0.008809523997150638,0.9999924350089007,0.017187020997543143,0.006884368885063677,0.9999619113164105,0.013674593240068308,0.8702840363540515,1.0,1.0,1.0,2.0316918057156405e-05,-1.7828129790000773
0.12,48,0.017187020999922645,0.008809509135515932,1.0,1.0,59,59,24166400.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,0.008809523997150638,0.9999924350089007,0.017187020997543143,0.006884368885063677,0.9999619113164105,0.013674593240068308,0.8702840363540515,1.0,1.0,1.0,2.0316918057156405e-05,-1.7828129790000773
0.14,0,0.017232690197101188,0.00883423223309518,1.0,1.0,59,59,24166400.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,0.00883432009439087,0.9999595664268826,0.017232690194720377,0.006886715401631927,0.999796422553229,0.013679206817115791,0.8702840363540515,1.0,0.9826028082776486,0.9852399629569102,0.0002201856416886697,-1.7827673098028989
0.14,8,0.017232766367020775,0.008834273679022887,1.0,1.0,59,59,24166400.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,0.008834361557981263,0.9999595664268826,0.017232766364639964,0.0068867203858950345,0.999796422553229,0.013679216649719177,0.8702840363540515,1.0,0.9888124316441853,0.9901761652528309,0.00022044714053351142,-1.7827672336329792
0.14,16,0.01723288011457993,0.008834335698471236,1.0,1.0,59,59,24166400.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,0.008834423604613378,0.9999595664268826,0.017232880112199117,0.0068867275507858905,0.999796422553229,0.013679230784111311,0.8702840363540515,1.0,0.989218009478673,0.9908564316147255,0.0002207368439946186,-1.78276711988542
0.14,24,0.017232954912306173,0.008834376561537918,1.0,1.0,59,59,24166400.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,0.008834464492609592,0.9999595664268826,0.017232954909925362,0.0068867321612452815,0.999796422553229,0.013679239879300824,0.8702840363540515,1.0,0.9895057549085985,0.9913112164296998,0.00022098302659947418,-1.7827670450876938
0.14,32,0.017233007292819708,0.008834405118699082,1.0,1.0,59,59,24166400.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,0.008834493062012772,0.9999595664268826,0.01723300729043889,0.0068867354633348555,0.999796422553229,0.013679246393430477,0.8702840363540515,1.0,0.989731437598736,0.9916497404649064,0.00022109285428236367,-1.7827669927071803
0.14,48,0.017233192247062525,0.008834505825779524,1.0,1.0,59,59,24166400.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,0.008834593826710334,0.9999595664268826,0.017233192244681703,0.006886748297901762,0.999796422553229,0.013679271712559367,0.8702840363540515,1.0,0.9930489731437598,0.9944707740916272,0.0002215637570142319,-1.7827668077529375
0.16,0,0.019533316049682194,0.010152843932961907,1.0,1.0,59,59,24155179.0,409409.81355932204,409600.0,409600.0,409408.6779661017,409600.0,409600.0,409600.0,0.010154017023225978,0.9998250039373113,0.01953331604722858,0.0069961553587583915,0.9992579273714474,0.013895026759828719,0.8702840363540515,1.0,0.9052522704970418,0.9122057449771683,0.0005445721118967863,-1.7804666839503178
0.16,8,0.019534943372477902,0.010153804142927223,1.0,1.0,59,59,24155169.0,409409.6440677966,409600.0,409600.0,409408.6779661017,409600.0,409600.0,409600.0,0.0101549780690666,0.9998250039373113,0.019534943370024236,0.0069962130023245184,0.9992579273714474,0.01389514044941999,0.8702840363540515,1.0,0.9171788367516318,0.9274651462750767,0.00054789770520897,-1.7804650566275222
